Date,District,Temperature_Max_C,Temperature_Min_C,Temperature_Avg_C,Rainfall_mm,Humidity_Percent,Wind_Speed_kmph,Sunshine_Hours
2016-11-15,Koppal,29.1,20.0,24.3,0.5,84,15.0,12.0
2016-11-15,Ballari,30.5,23.2,28.8,16.4,72,14.8,1.9
2016-11-15,Raichur,33.9,25.1,29.4,19.7,72,14.0,2.5
2016-11-15,Mandya,23.3,17.6,23.3,17.5,44,2.9,5.0
2016-11-15,Mysuru,23.8,17.8,22.8,16.7,77,5.4,5.0
2016-11-15,Hassan,32.8,23.5,28.1,12.6,48,8.6,0.1
2016-11-15,Davanagere,31.9,23.1,27.9,11.9,42,3.3,5.5
2016-11-15,Shivamogga,26.1,20.9,24.1,15.7,69,10.2,2.6
2016-11-15,Dharwad,26.3,17.8,25.7,2.0,95,10.0,1.0
2016-11-15,Belagavi,32.8,22.4,28.3,5.6,43,8.0,10.0
2016-11-16,Koppal,22.7,19.5,22.7,10.5,72,10.5,8.9
2016-11-16,Ballari,29.9,21.2,25.5,14.8,93,8.5,6.0
2016-11-16,Raichur,29.1,20.8,27.7,12.9,61,10.4,9.5
2016-11-16,Mandya,22.3,15.9,22.1,3.8,67,12.0,5.1
2016-11-16,Mysuru,30.8,20.7,28.5,8.2,49,10.0,7.4
2016-11-16,Hassan,31.4,24.8,27.9,1.1,57,2.9,8.6
2016-11-16,Davanagere,24.4,19.1,23.4,16.0,50,5.9,7.4
2016-11-16,Shivamogga,29.0,22.7,27.9,16.4,58,7.1,11.0
2016-11-16,Dharwad,32.7,24.0,28.1,8.1,40,8.5,8.4
2016-11-16,Belagavi,31.7,23.9,28.8,6.6,73,11.2,10.8
2016-11-17,Koppal,26.4,18.1,25.0,16.6,60,13.5,6.1
2016-11-17,Ballari,23.8,16.1,22.5,5.1,81,13.5,2.1
2016-11-17,Raichur,28.6,22.8,27.0,19.6,47,8.7,7.3
2016-11-17,Mandya,33.0,21.0,28.5,8.5,90,2.2,3.2
2016-11-17,Mysuru,28.4,23.1,27.3,16.4,70,7.6,8.4
2016-11-17,Hassan,28.0,23.7,27.9,0.1,51,13.1,0.3
2016-11-17,Davanagere,28.4,19.1,26.9,2.2,62,14.0,3.8
2016-11-17,Shivamogga,24.1,17.9,23.8,19.2,65,9.2,10.5
2016-11-17,Dharwad,30.3,19.6,25.3,9.5,94,9.5,6.5
2016-11-17,Belagavi,28.0,17.9,23.8,11.8,63,11.7,7.1
2016-11-18,Koppal,28.9,21.8,25.2,7.6,55,12.1,9.0
2016-11-18,Ballari,27.0,20.1,26.2,15.1,78,7.6,2.9
2016-11-18,Raichur,32.7,25.1,28.5,10.7,93,7.2,2.7
2016-11-18,Mandya,29.7,19.1,26.1,0.5,89,10.8,2.9
2016-11-18,Mysuru,31.0,20.5,27.6,2.8,48,11.7,10.5
2016-11-18,Hassan,25.7,17.7,24.7,1.1,71,4.7,5.3
2016-11-18,Davanagere,28.7,19.9,26.3,6.4,58,13.4,1.4
2016-11-18,Shivamogga,31.8,23.8,29.7,8.6,67,9.0,7.7
2016-11-18,Dharwad,24.7,18.4,22.7,10.2,88,6.3,1.4
2016-11-18,Belagavi,34.3,22.9,29.7,10.5,62,8.0,0.1
2016-11-19,Koppal,24.8,15.2,22.1,8.0,76,10.9,1.6
2016-11-19,Ballari,28.2,20.3,25.5,3.7,73,7.5,8.4
2016-11-19,Raichur,26.4,20.5,24.8,9.4,77,14.9,10.0
2016-11-19,Mandya,28.9,21.8,26.2,18.0,88,4.3,8.4
2016-11-19,Mysuru,27.5,16.6,24.5,1.1,51,13.5,6.5
2016-11-19,Hassan,25.0,14.8,22.4,7.3,95,4.4,10.5
2016-11-19,Davanagere,27.6,17.0,24.4,12.2,52,12.8,10.6
2016-11-19,Shivamogga,26.3,17.4,25.2,1.3,50,6.4,8.1
2016-11-19,Dharwad,25.9,20.0,25.4,5.9,43,11.6,4.5
2016-11-19,Belagavi,29.9,22.6,29.6,14.4,56,2.5,11.6
2016-11-20,Koppal,29.1,19.3,24.3,11.2,64,5.5,3.5
2016-11-20,Ballari,29.4,22.1,27.8,19.9,70,4.0,3.3
2016-11-20,Raichur,24.2,18.2,23.9,7.4,70,11.0,8.5
2016-11-20,Mandya,29.2,21.2,25.1,12.7,93,7.3,4.0
2016-11-20,Mysuru,33.8,23.7,29.5,9.7,75,5.3,3.7
2016-11-20,Hassan,26.3,20.0,24.7,6.3,85,8.7,5.8
2016-11-20,Davanagere,28.8,18.2,24.7,3.3,54,3.5,11.3
2016-11-20,Shivamogga,23.1,15.5,22.4,0.7,95,7.1,7.4
2016-11-20,Dharwad,29.9,17.7,25.4,0.8,67,12.2,3.0
2016-11-20,Belagavi,25.3,17.8,23.3,9.6,73,7.2,5.4
2016-11-21,Koppal,31.9,21.7,27.8,6.1,92,9.7,6.8
2016-11-21,Ballari,26.3,18.6,22.8,8.6,73,14.9,6.9
2016-11-21,Raichur,27.3,19.3,24.6,4.9,84,12.8,0.8
2016-11-21,Mandya,27.0,16.6,22.5,6.8,53,14.0,5.0
2016-11-21,Mysuru,30.2,24.4,28.6,9.3,88,5.7,5.3
2016-11-21,Hassan,24.3,17.2,23.2,5.5,66,4.6,0.7
2016-11-21,Davanagere,32.0,24.5,29.0,19.6,64,6.7,0.3
2016-11-21,Shivamogga,25.7,18.2,22.0,10.2,78,9.8,3.5
2016-11-21,Dharwad,33.1,23.0,29.0,8.4,72,13.1,6.5
2016-11-21,Belagavi,26.3,20.4,24.1,14.3,79,11.5,5.4
2016-11-22,Koppal,33.4,22.4,28.4,7.5,50,8.4,8.7
2016-11-22,Ballari,32.5,25.5,28.6,4.8,63,7.3,7.1
2016-11-22,Raichur,25.4,18.3,24.5,3.2,60,8.9,11.9
2016-11-22,Mandya,29.3,17.5,24.5,18.0,62,9.0,11.8
2016-11-22,Mysuru,29.1,24.6,28.7,3.5,68,6.3,2.4
2016-11-22,Hassan,27.4,21.5,26.2,5.0,84,5.8,8.7
2016-11-22,Davanagere,27.7,20.5,24.9,12.8,84,3.3,6.1
2016-11-22,Shivamogga,25.7,16.2,22.6,8.6,54,9.8,1.1
2016-11-22,Dharwad,30.1,24.9,29.6,16.8,89,11.9,1.1
2016-11-22,Belagavi,31.9,25.0,28.9,18.4,54,13.8,10.9
2016-11-23,Koppal,29.6,21.1,25.9,16.6,67,5.0,10.5
2016-11-23,Ballari,27.2,17.7,24.1,4.7,58,4.4,8.1
2016-11-23,Raichur,27.3,18.7,23.8,1.1,82,12.0,9.4
2016-11-23,Mandya,31.9,20.1,27.2,8.1,82,14.9,1.9
2016-11-23,Mysuru,26.0,15.8,22.5,7.0,43,9.5,3.1
2016-11-23,Hassan,25.8,20.0,24.0,11.2,51,3.4,2.2
2016-11-23,Davanagere,27.8,18.0,25.8,7.6,87,13.1,1.7
2016-11-23,Shivamogga,29.5,20.4,28.2,16.0,52,3.2,5.9
2016-11-23,Dharwad,27.1,17.2,23.7,17.4,60,8.2,2.7
2016-11-23,Belagavi,26.7,20.1,24.5,5.7,72,9.0,10.2
2016-11-24,Koppal,26.6,21.3,26.0,2.8,42,12.4,5.4
2016-11-24,Ballari,29.6,21.7,24.8,16.4,83,5.4,1.5
2016-11-24,Raichur,28.6,20.9,25.0,3.3,93,3.5,10.2
2016-11-24,Mandya,29.7,17.0,24.9,5.1,82,12.0,4.7
2016-11-24,Mysuru,29.2,23.8,28.6,16.3,69,10.1,10.3
2016-11-24,Hassan,25.0,15.7,22.3,9.8,48,6.3,3.6
2016-11-24,Davanagere,31.2,23.3,26.6,18.4,46,10.6,7.5
2016-11-24,Shivamogga,28.5,21.0,27.4,7.9,68,14.0,2.3
2016-11-24,Dharwad,29.7,23.6,29.6,4.1,56,10.4,4.2
2016-11-24,Belagavi,28.5,22.2,26.6,1.2,65,14.5,1.7
2016-11-25,Koppal,25.8,18.0,23.7,11.4,93,14.6,2.3
2016-11-25,Ballari,26.3,16.7,22.1,9.2,93,4.4,2.9
2016-11-25,Raichur,31.4,24.5,29.0,7.0,44,13.5,7.8
2016-11-25,Mandya,24.3,18.1,24.2,14.1,61,12.6,11.5
2016-11-25,Mysuru,28.7,22.2,26.2,18.3,71,8.8,1.8
2016-11-25,Hassan,27.9,17.7,24.2,1.1,83,7.4,10.6
2016-11-25,Davanagere,26.4,16.0,23.5,13.3,88,9.1,3.4
2016-11-25,Shivamogga,29.6,24.5,29.0,15.3,73,7.1,2.9
2016-11-25,Dharwad,29.7,20.3,27.6,9.0,72,5.3,11.0
2016-11-25,Belagavi,27.2,19.0,24.4,2.7,64,10.1,1.4
2016-11-26,Koppal,29.9,23.6,27.5,17.4,90,11.0,8.4
2016-11-26,Ballari,24.1,18.4,22.0,12.4,82,10.8,1.1
2016-11-26,Raichur,24.0,18.3,22.8,11.4,41,11.4,0.7
2016-11-26,Mandya,27.0,19.3,24.5,16.1,50,14.3,12.0
2016-11-26,Mysuru,23.8,16.6,23.0,19.0,60,10.5,4.9
2016-11-26,Hassan,28.4,18.4,23.8,7.2,51,13.5,5.9
2016-11-26,Davanagere,25.9,19.9,25.8,4.4,48,6.9,6.1
2016-11-26,Shivamogga,30.6,22.1,29.8,4.7,56,11.1,10.2
2016-11-26,Dharwad,26.1,16.3,23.7,4.5,43,2.5,3.6
2016-11-26,Belagavi,29.8,22.3,28.5,17.5,43,11.6,6.5
2016-11-27,Koppal,30.6,23.7,27.1,9.5,95,7.3,5.1
2016-11-27,Ballari,30.2,26.8,29.9,5.1,72,5.1,8.6
2016-11-27,Raichur,26.3,15.2,22.1,1.4,67,12.5,5.0
2016-11-27,Mandya,24.9,19.2,23.9,5.8,78,8.8,8.5
2016-11-27,Mysuru,28.7,17.5,24.6,13.5,95,9.5,4.2
2016-11-27,Hassan,29.4,20.7,28.0,13.8,56,8.9,11.7
2016-11-27,Davanagere,31.8,24.2,29.8,3.9,47,3.4,1.8
2016-11-27,Shivamogga,26.1,18.2,25.5,3.7,95,6.0,9.1
2016-11-27,Dharwad,31.5,21.7,29.7,5.1,70,12.7,2.2
2016-11-27,Belagavi,31.6,24.1,29.2,19.1,48,5.0,8.3
2016-11-28,Koppal,29.0,17.3,24.3,12.0,61,13.1,6.6
2016-11-28,Ballari,23.7,14.7,22.0,8.4,67,8.1,10.2
2016-11-28,Raichur,29.9,18.8,26.4,3.8,46,14.8,1.3
2016-11-28,Mandya,29.1,24.1,28.6,12.1,80,7.4,3.1
2016-11-28,Mysuru,30.6,22.0,25.6,14.0,68,5.2,10.3
2016-11-28,Hassan,32.2,22.0,27.9,17.0,84,11.7,10.1
2016-11-28,Davanagere,31.4,23.1,29.8,12.2,51,2.5,5.4
2016-11-28,Shivamogga,29.5,22.4,28.3,7.5,76,13.5,6.0
2016-11-28,Dharwad,27.4,20.2,27.2,12.4,95,10.3,5.4
2016-11-28,Belagavi,30.7,24.9,28.4,11.4,75,13.5,7.8
2016-11-29,Koppal,31.2,23.8,29.5,17.7,52,3.4,4.6
2016-11-29,Ballari,32.3,21.8,29.7,17.2,84,3.1,11.6
2016-11-29,Raichur,26.9,17.2,22.7,8.2,79,7.6,7.1
2016-11-29,Mandya,30.1,19.5,26.4,12.9,95,6.8,9.5
2016-11-29,Mysuru,30.4,20.2,26.7,10.9,84,4.2,8.3
2016-11-29,Hassan,28.8,16.9,24.2,6.1,75,12.1,3.3
2016-11-29,Davanagere,31.4,22.1,28.7,5.8,85,5.1,10.0
2016-11-29,Shivamogga,29.0,17.8,24.6,18.4,41,13.1,4.5
2016-11-29,Dharwad,27.7,22.4,25.9,15.4,78,5.9,5.6
2016-11-29,Belagavi,28.7,20.2,24.3,18.7,89,6.1,8.2
2016-11-30,Koppal,27.8,23.6,27.5,18.1,85,7.2,0.4
2016-11-30,Ballari,30.3,20.6,28.5,11.4,87,11.9,1.8
2016-11-30,Raichur,28.0,20.7,27.5,13.3,58,3.4,9.0
2016-11-30,Mandya,27.5,19.8,24.7,0.1,87,12.7,1.5
2016-11-30,Mysuru,32.1,21.4,29.1,14.8,74,4.3,9.5
2016-11-30,Hassan,30.6,21.5,29.1,16.5,40,2.5,11.9
2016-11-30,Davanagere,30.9,21.9,25.9,0.5,81,9.6,4.9
2016-11-30,Shivamogga,24.9,15.0,22.3,8.3,43,9.4,5.5
2016-11-30,Dharwad,26.7,21.3,25.1,2.3,56,12.3,3.7
2016-11-30,Belagavi,25.4,21.1,25.4,10.9,57,14.9,4.6
2016-12-01,Koppal,25.3,16.4,22.9,14.6,77,15.0,1.4
2016-12-01,Ballari,22.2,15.7,22.2,16.5,44,4.2,3.7
2016-12-01,Raichur,22.9,15.3,20.9,15.5,50,5.0,2.7
2016-12-01,Mandya,24.3,16.7,23.4,19.2,74,4.2,7.1
2016-12-01,Mysuru,27.9,20.1,23.7,4.2,75,13.2,9.8
2016-12-01,Hassan,23.0,13.4,21.1,14.5,91,9.4,1.0
2016-12-01,Davanagere,21.2,17.4,20.9,7.2,87,6.8,8.7
2016-12-01,Shivamogga,18.9,14.1,18.3,9.3,49,12.0,4.4
2016-12-01,Dharwad,24.9,14.8,22.4,6.6,64,4.2,0.5
2016-12-01,Belagavi,22.7,14.1,18.2,10.2,51,6.0,10.0
2016-12-02,Koppal,27.0,19.5,25.4,3.4,95,13.6,0.1
2016-12-02,Ballari,23.7,18.9,22.9,12.5,92,3.6,4.1
2016-12-02,Raichur,20.9,12.2,19.0,17.1,47,13.3,2.5
2016-12-02,Mandya,22.5,15.4,20.5,6.3,43,14.7,2.3
2016-12-02,Mysuru,23.5,17.5,23.0,3.3,90,11.8,8.4
2016-12-02,Hassan,24.2,14.1,20.8,3.8,66,13.5,8.9
2016-12-02,Davanagere,25.7,19.2,24.5,5.9,48,13.7,11.6
2016-12-02,Shivamogga,28.0,21.8,25.3,15.3,95,3.5,9.3
2016-12-02,Dharwad,20.5,12.3,19.5,19.3,47,11.0,8.3
2016-12-02,Belagavi,21.2,11.7,18.7,16.9,59,9.5,0.9
2016-12-03,Koppal,24.5,16.8,22.6,11.3,53,14.8,6.2
2016-12-03,Ballari,22.1,14.6,20.3,13.4,64,13.3,11.2
2016-12-03,Raichur,22.2,12.8,18.3,6.6,56,9.5,7.5
2016-12-03,Mandya,21.8,17.6,21.4,6.3,72,13.8,2.7
2016-12-03,Mysuru,21.3,15.7,20.3,10.7,91,5.1,1.9
2016-12-03,Hassan,20.8,13.1,18.2,15.2,47,11.9,8.0
2016-12-03,Davanagere,20.4,13.6,18.2,2.1,80,5.1,6.7
2016-12-03,Shivamogga,24.8,18.7,22.3,3.2,79,3.7,4.5
2016-12-03,Dharwad,24.8,18.6,22.0,16.3,54,13.1,1.2
2016-12-03,Belagavi,27.6,17.6,23.8,18.7,82,8.1,10.4
2016-12-04,Koppal,24.6,18.6,22.2,7.3,83,2.8,0.3
2016-12-04,Ballari,20.0,13.2,19.0,1.4,77,13.8,11.9
2016-12-04,Raichur,25.6,15.7,21.5,4.3,82,7.0,1.4
2016-12-04,Mandya,28.0,18.0,25.2,11.0,95,5.0,4.9
2016-12-04,Mysuru,27.1,16.5,23.9,7.2,92,14.1,7.6
2016-12-04,Hassan,25.5,16.7,21.5,4.2,68,5.7,1.2
2016-12-04,Davanagere,25.2,20.2,24.9,17.5,67,8.0,1.5
2016-12-04,Shivamogga,26.4,18.1,25.5,0.7,66,7.2,6.8
2016-12-04,Dharwad,26.3,18.7,23.8,9.9,46,14.3,12.0
2016-12-04,Belagavi,22.0,17.5,21.3,8.6,82,13.1,3.4
2016-12-05,Koppal,23.4,13.2,20.3,14.0,62,2.5,5.3
2016-12-05,Ballari,22.3,13.3,18.8,12.0,66,5.1,11.1
2016-12-05,Raichur,24.5,16.0,21.4,19.8,63,11.4,6.0
2016-12-05,Mandya,22.3,13.2,20.4,11.5,68,10.1,4.2
2016-12-05,Mysuru,27.0,15.0,22.4,13.0,52,9.1,6.2
2016-12-05,Hassan,27.4,16.1,22.5,8.0,86,2.5,7.2
2016-12-05,Davanagere,28.1,18.8,23.3,16.6,40,10.0,2.6
2016-12-05,Shivamogga,25.8,15.0,21.0,1.2,69,14.1,1.2
2016-12-05,Dharwad,25.2,15.3,22.7,18.6,49,10.8,3.1
2016-12-05,Belagavi,29.1,22.5,26.0,7.9,52,4.3,2.5
2016-12-06,Koppal,28.6,17.9,23.9,9.2,44,7.2,10.1
2016-12-06,Ballari,29.3,18.1,24.9,8.1,81,4.5,9.0
2016-12-06,Raichur,23.0,14.1,21.3,15.5,42,14.7,1.6
2016-12-06,Mandya,24.1,16.8,24.0,4.7,92,14.3,5.3
2016-12-06,Mysuru,28.3,20.4,24.2,9.1,44,11.8,5.7
2016-12-06,Hassan,26.7,17.5,23.1,14.0,40,10.8,8.4
2016-12-06,Davanagere,30.6,22.1,25.9,18.0,92,3.2,8.2
2016-12-06,Shivamogga,23.4,17.2,20.4,9.5,74,13.8,8.3
2016-12-06,Dharwad,30.5,22.5,25.7,17.5,90,8.0,4.7
2016-12-06,Belagavi,25.2,17.4,20.7,17.7,70,14.1,1.3
2016-12-07,Koppal,24.1,15.6,22.7,12.1,81,8.9,6.2
2016-12-07,Ballari,29.6,19.8,25.5,18.3,47,11.1,0.9
2016-12-07,Raichur,24.2,16.4,24.1,16.1,80,3.8,11.2
2016-12-07,Mandya,21.8,15.1,19.9,14.6,48,4.4,10.8
2016-12-07,Mysuru,25.0,15.5,22.1,1.6,48,4.9,4.9
2016-12-07,Hassan,21.8,15.4,20.6,7.0,57,6.2,5.7
2016-12-07,Davanagere,25.8,19.9,24.6,11.3,71,6.1,5.0
2016-12-07,Shivamogga,19.1,14.0,18.3,18.0,82,12.0,11.2
2016-12-07,Dharwad,22.7,12.5,19.0,10.9,51,2.0,5.2
2016-12-07,Belagavi,24.1,16.2,20.9,9.1,43,10.0,6.0
2016-12-08,Koppal,26.5,17.9,24.6,7.4,72,4.9,5.7
2016-12-08,Ballari,28.3,21.3,24.8,14.1,62,14.8,5.7
2016-12-08,Raichur,26.8,15.4,22.9,10.7,95,11.6,6.2
2016-12-08,Mandya,25.6,16.2,23.4,2.2,56,10.6,3.5
2016-12-08,Mysuru,28.0,20.2,23.7,14.0,52,9.0,10.0
2016-12-08,Hassan,22.3,15.2,20.4,13.2,64,10.6,11.2
2016-12-08,Davanagere,25.3,19.5,23.6,9.4,94,13.7,0.6
2016-12-08,Shivamogga,27.4,16.1,24.0,13.4,40,8.0,9.2
2016-12-08,Dharwad,27.5,16.8,24.1,15.3,95,3.6,11.6
2016-12-08,Belagavi,21.1,14.6,20.4,18.4,78,8.9,11.7
2016-12-09,Koppal,21.5,14.6,19.3,4.9,88,12.4,4.3
2016-12-09,Ballari,22.4,15.4,19.7,11.8,40,6.4,3.4
2016-12-09,Raichur,20.7,15.1,18.6,9.0,92,4.5,0.4
2016-12-09,Mandya,22.8,16.3,22.5,14.0,91,11.5,5.6
2016-12-09,Mysuru,24.7,16.7,24.6,15.3,82,7.7,5.2
2016-12-09,Hassan,22.7,16.0,19.3,13.2,56,5.9,6.1
2016-12-09,Davanagere,22.5,13.0,18.3,1.6,75,10.9,9.0
2016-12-09,Shivamogga,21.9,11.7,19.0,13.1,53,4.3,5.9
2016-12-09,Dharwad,20.8,17.5,20.6,10.6,84,10.6,2.0
2016-12-09,Belagavi,27.5,19.8,22.8,4.7,95,3.3,7.8
2016-12-10,Koppal,24.2,17.7,24.2,16.8,71,14.8,9.7
2016-12-10,Ballari,22.7,17.4,22.2,8.9,56,6.0,10.7
2016-12-10,Raichur,25.9,15.5,22.8,12.3,59,4.2,1.1
2016-12-10,Mandya,21.5,14.2,18.4,13.4,82,12.0,4.7
2016-12-10,Mysuru,25.5,18.7,22.2,7.8,80,12.0,5.6
2016-12-10,Hassan,28.1,19.3,25.0,18.4,78,8.3,4.0
2016-12-10,Davanagere,27.3,20.9,24.6,8.5,85,6.5,3.6
2016-12-10,Shivamogga,22.7,12.2,19.0,16.8,86,10.9,10.4
2016-12-10,Dharwad,24.6,14.8,20.7,2.0,94,13.5,0.5
2016-12-10,Belagavi,25.8,18.7,24.7,17.0,87,11.7,6.1
2016-12-11,Koppal,28.7,17.7,24.8,18.9,95,11.8,6.4
2016-12-11,Ballari,25.8,17.8,23.2,17.0,65,2.3,3.0
2016-12-11,Raichur,25.2,18.8,23.8,19.1,72,6.8,5.3
2016-12-11,Mandya,27.1,20.1,25.7,19.1,89,12.3,2.9
2016-12-11,Mysuru,27.1,18.7,24.7,12.9,69,14.2,7.9
2016-12-11,Hassan,22.1,14.4,19.0,6.3,49,2.2,4.7
2016-12-11,Davanagere,25.2,16.4,21.1,10.6,63,14.9,0.5
2016-12-11,Shivamogga,21.5,13.0,18.7,15.0,79,12.6,6.5
2016-12-11,Dharwad,22.8,15.9,19.2,12.3,61,14.8,3.7
2016-12-11,Belagavi,30.4,20.7,26.0,11.5,78,13.4,3.8
2016-12-12,Koppal,27.1,17.2,25.2,18.1,62,12.2,0.7
2016-12-12,Ballari,21.0,11.9,19.0,3.3,71,2.1,3.8
2016-12-12,Raichur,26.3,16.2,22.1,3.1,59,2.6,4.8
2016-12-12,Mandya,21.5,13.0,19.5,19.0,61,6.8,0.8
2016-12-12,Mysuru,25.5,15.5,21.7,3.2,64,4.4,7.9
2016-12-12,Hassan,25.3,19.2,24.8,0.2,61,12.6,8.9
2016-12-12,Davanagere,21.5,16.2,19.3,4.5,50,13.3,6.8
2016-12-12,Shivamogga,27.0,20.5,23.5,3.8,86,14.9,8.6
2016-12-12,Dharwad,25.1,17.4,24.5,11.3,69,7.5,5.8
2016-12-12,Belagavi,20.2,14.1,18.8,19.9,51,8.4,7.8
2016-12-13,Koppal,27.5,19.6,25.8,17.7,72,6.6,1.2
2016-12-13,Ballari,28.7,20.0,25.6,2.2,54,5.0,2.0
2016-12-13,Raichur,23.5,13.7,19.9,15.8,74,3.7,10.2
2016-12-13,Mandya,21.2,13.1,19.1,5.9,61,11.9,11.4
2016-12-13,Mysuru,18.7,14.0,18.2,7.1,67,2.4,2.9
2016-12-13,Hassan,25.3,17.6,25.3,0.5,40,9.7,10.8
2016-12-13,Davanagere,19.6,12.4,18.1,3.1,49,3.6,0.5
2016-12-13,Shivamogga,25.0,21.2,24.5,1.2,48,7.9,1.3
2016-12-13,Dharwad,18.8,13.1,18.8,9.7,69,3.1,10.1
2016-12-13,Belagavi,21.6,13.8,21.2,5.1,85,6.8,3.9
2016-12-14,Koppal,20.9,17.2,20.3,0.5,47,4.4,0.9
2016-12-14,Ballari,24.3,15.5,20.4,10.5,70,7.2,2.5
2016-12-14,Raichur,23.1,18.0,22.3,0.6,58,5.7,4.9
2016-12-14,Mandya,20.0,14.9,19.6,5.1,49,9.7,3.7
2016-12-14,Mysuru,27.3,22.3,25.7,10.2,63,4.2,1.6
2016-12-14,Hassan,24.0,17.0,21.8,1.6,47,10.1,8.7
2016-12-14,Davanagere,19.5,15.3,19.1,12.5,86,3.8,3.6
2016-12-14,Shivamogga,19.7,13.4,19.3,16.4,62,10.8,8.0
2016-12-14,Dharwad,21.5,13.1,18.8,9.8,63,4.6,11.6
2016-12-14,Belagavi,19.8,11.4,19.2,2.9,49,7.3,0.3
2016-12-15,Koppal,23.2,15.3,22.6,14.9,61,12.9,8.8
2016-12-15,Ballari,23.6,15.9,19.7,8.0,53,8.6,7.4
2016-12-15,Raichur,21.4,11.0,18.9,17.4,57,11.4,2.0
2016-12-15,Mandya,20.8,16.7,20.4,5.8,88,8.5,4.6
2016-12-15,Mysuru,23.8,14.7,21.1,6.7,43,14.4,2.1
2016-12-15,Hassan,20.8,12.8,18.9,4.8,83,10.0,4.3
2016-12-15,Davanagere,27.2,17.7,23.0,4.5,45,13.1,3.0
2016-12-15,Shivamogga,25.3,18.4,24.3,2.2,87,11.2,0.6
2016-12-15,Dharwad,24.9,17.6,24.5,3.2,82,9.1,7.6
2016-12-15,Belagavi,21.0,12.5,19.6,2.1,72,13.9,8.1
2016-12-16,Koppal,21.6,14.2,19.8,18.5,44,2.1,4.3
2016-12-16,Ballari,26.2,21.1,25.3,6.9,86,11.8,10.2
2016-12-16,Raichur,29.1,20.7,25.9,19.5,58,10.6,9.7
2016-12-16,Mandya,23.5,15.4,18.7,12.8,88,9.1,4.5
2016-12-16,Mysuru,24.2,16.0,20.8,18.6,70,5.1,1.1
2016-12-16,Hassan,24.7,14.7,22.0,9.6,60,6.4,11.7
2016-12-16,Davanagere,20.9,15.3,18.7,13.2,85,4.8,4.6
2016-12-16,Shivamogga,25.2,17.8,21.9,6.4,58,8.4,1.7
2016-12-16,Dharwad,27.6,16.5,23.5,6.3,77,12.5,6.5
2016-12-16,Belagavi,25.0,14.3,21.9,16.2,85,4.9,11.1
2016-12-17,Koppal,25.7,17.8,21.2,19.9,41,10.0,9.4
2016-12-17,Ballari,22.0,12.1,18.4,3.3,49,14.4,6.3
2016-12-17,Raichur,22.4,18.1,22.2,6.8,54,2.8,2.2
2016-12-17,Mandya,23.4,14.6,19.8,3.5,51,9.0,11.2
2016-12-17,Mysuru,21.9,15.7,20.9,11.7,73,9.0,6.3
2016-12-17,Hassan,25.8,19.5,25.4,19.3,69,6.3,4.4
2016-12-17,Davanagere,27.0,17.9,23.9,16.2,48,6.9,3.6
2016-12-17,Shivamogga,30.4,19.5,25.6,16.7,55,6.1,9.7
2016-12-17,Dharwad,22.0,18.1,21.3,4.4,80,10.0,11.7
2016-12-17,Belagavi,20.8,14.0,20.0,2.2,71,12.7,10.8
2016-12-18,Koppal,24.8,17.3,20.9,7.8,72,5.2,5.9
2016-12-18,Ballari,24.2,15.6,21.5,17.2,44,11.0,2.2
2016-12-18,Raichur,26.5,15.5,21.7,7.8,77,12.1,1.1
2016-12-18,Mandya,26.0,20.1,23.4,17.1,95,13.3,5.6
2016-12-18,Mysuru,21.9,14.8,18.0,2.3,60,2.8,10.8
2016-12-18,Hassan,20.6,13.9,19.3,9.1,69,8.7,5.3
2016-12-18,Davanagere,25.1,17.1,23.1,17.6,88,10.5,4.1
2016-12-18,Shivamogga,20.9,16.3,19.5,10.9,71,3.2,5.2
2016-12-18,Dharwad,20.7,10.4,18.3,5.1,84,4.6,12.0
2016-12-18,Belagavi,24.5,12.9,20.0,1.2,47,9.3,5.4
2016-12-19,Koppal,25.1,15.9,21.8,2.5,68,12.5,5.2
2016-12-19,Ballari,19.7,14.9,19.2,15.8,81,8.5,0.4
2016-12-19,Raichur,23.6,13.6,19.6,11.3,93,13.6,7.8
2016-12-19,Mandya,27.4,16.5,23.4,4.1,79,7.1,3.1
2016-12-19,Mysuru,25.9,17.0,25.0,6.4,41,9.1,1.7
2016-12-19,Hassan,29.7,20.6,25.2,15.8,93,7.1,0.9
2016-12-19,Davanagere,19.6,11.4,19.0,0.5,74,7.7,9.4
2016-12-19,Shivamogga,24.1,18.8,23.7,8.1,88,5.9,8.5
2016-12-19,Dharwad,19.8,12.9,19.8,17.2,74,12.7,4.2
2016-12-19,Belagavi,26.5,15.1,22.2,11.3,46,14.1,5.5
2016-12-20,Koppal,25.7,18.5,24.5,10.4,69,12.4,1.8
2016-12-20,Ballari,26.6,19.5,25.0,0.7,60,4.6,2.4
2016-12-20,Raichur,23.9,14.4,19.2,4.3,40,6.2,8.6
2016-12-20,Mandya,23.3,15.0,19.9,13.1,40,13.1,2.5
2016-12-20,Mysuru,25.2,17.3,21.3,6.0,89,13.9,0.8
2016-12-20,Hassan,24.0,19.2,22.7,4.0,73,12.6,3.6
2016-12-20,Davanagere,22.7,12.0,18.5,2.8,49,4.1,6.7
2016-12-20,Shivamogga,24.2,12.6,20.1,13.6,75,6.4,4.0
2016-12-20,Dharwad,23.3,15.2,20.3,19.8,71,12.7,1.3
2016-12-20,Belagavi,23.1,15.5,22.6,16.7,54,11.6,11.9
